Εταίρος ΕΦΔ,Κωδικός Πρότασης,Επωνυμία Επιχείρησης,ΚΑΔ Επένδυσης,Περιγραφή ΚΑΔ Επένδυσης,Περιφέρεια Υλοποίησης,ΠΕΠ,Συνολικός Προϋπολογισμός,Επιχορηγούμενος Προϋπολογισμός,Δημόσια Δαπάνη Ολοκλήρωσης
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00471                      ,ΓΟΥΝΑΡΙΚΑ Μ. ΚΑΙ Φ. ΚΡΑΝΙΑ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),144113.77,144113.77,64851.20
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00473                      ,MED ΚΑΤΑΣΚΕΥΗ ΕΝΔΥΜΑΤΩΝ ΕΣΩΡΟΥΧΩΝ ΜΑΓΙΩ ΕΜΠΟΡΟΒΙΟΜΗΧΑΝΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,46.42.11.05,"Χονδρικό εμπόριο αθλητικών ρούχων, στολών σκι και μαγιό κολύμβησης, και άλλων παρόμοιων ενδυμάτων",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),55837.69,54640.00,27320.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00474                      ,ΣΩΤΗΡΙΟΣ ΔΗΜ. ΠΡΟΔΑΝΑΣ & ΣΙΑ Ο.Ε.,27.51.28,"Κατασκευή άλλων φούρνων· κουζινών, πλακών (ματιών) μαγειρέματος, καμινέτων· σχαρών μαγειρέματος, ψηστιέρων, ηλεκτρικών",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),67602.94,67602.94,30421.32
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00477                      ,I.ΚΙΟΣΙΔΗΣ & ΣΙΑ ΟΕ,27.90.33,Κατασκευή μερών άλλου ηλεκτρικού εξοπλισμού· ηλεκτρικών μερών μηχανημάτων ή συσκευών π.δ.κ.α.,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),158313.61,158313.61,71241.12
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00481                      ,ΚΤΙΡΙΟ - ΕΚΔΟΣΕΙΣ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ,58.14,Έκδοση έντυπων περιοδικών κάθε είδους,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),59932.58,59932.58,26969.66
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00484                      ,ΜΑΡΤΙΝΙΔΗΣ ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΕΠΙΠΛΩΝ ΜΠΑΝΙΟΥ - ΕΙΔΩΝ ΥΓΙΕΙΝΗΣ,31.09.13.02,"Κατασκευή άλλων ξύλινων επίπλων, από μονάδα που απασχολεί τρεις και άνω εργάτες",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),167963.99,167963.99,75583.80
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00525                      ,ΚΑΡΝΟΥΤΣΟΣ Γ. & ΣΙΑ Ο.Ε.,27.52.13.01,Κατασκευή θερμαστρών πετρελαίου,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),143426.42,139799.72,62909.87
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00531                      ,ΚΡΥΣΤΑΛ ΨΥΓΕΙΑ - ΚΑΤΑΨΥΚΤΕΣ Α.Ε.,28.25,Κατασκευή ψυκτικού και κλιματιστικού εξοπλισμού μη οικιακής χρήσης,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),214013.69,214013.69,96306.16
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00538                      ,COFFEE - LAND ΜΟΝ. ΕΠΕ - ΚΟΦΙΛΑΝΤ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,46.37.1,"Χονδρικό εμπόριο καφέ, τσαγιού, κακάου και μπαχαρικών",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),183347.34,183347.34,91673.67
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00560                      ,Δ.ΚΑΜΑΡΗΣ-Γ.ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΟΕ,31.09.14,"Κατασκευή επίπλων από πλαστικές ύλες ή από άλλα υλικά (όπως π.χ. από καλάμια, λυγαριές ή μπαμπού)",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),79379.83,79379.83,35720.92
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00566                      ,GLASS STUDIO ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΚΑΤΑΣΚΕΥΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΥΑΛΟΥ,23.13.13,"Κατασκευή γυάλινων ειδών, επιτραπέζιων ή μαγειρικών, καλλωπισμού, γραφείου, εσωτερικής διακόσμησης και παρόμοιων",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),220043.07,220043.07,98726.88
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00587                      ,ΕΡΑ ΕΝΕΡΓΕΙΑΚΗ Ε.Π.Ε.,42.22.13,Κατασκευή Μονάδων Παραγωγής Ηλεκτρικής Ενέργειας,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),36826.14,36826.14,16571.76
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00598                      ,MLS ΠΛΗΡΟΦΟΡΙΚΗ Α.Ε.,26.51.11,Κατασκευή πυξίδων προσανατολισμού· άλλων οργάνων και συσκευών πλοήγησης,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),237737.02,228601.67,102870.75
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00613                      ,ΜΠΑΛΛΗΣ ΑΛΚΙΒΙΑΔΗΣ ΤΟΥ ΝΙΚΟΛΑΟΥ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),76719.66,76572.06,34457.43
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00617                      ,ΕΣΚΙΑΔΗΣ ΜΠΑΛΟΔΗΜΟΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΙΑ,28.30,Κατασκευή γεωργικών και δασοκομικών μηχανημάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),68847.00,62629.00,23955.59
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00618                      ,ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΒΑΛΛΟΝΤΙΚΩΝ ΚΑΙ ΕΝΕΡΓΕΙΑΚΩΝ ΜΕΛΕΤΩΝ ΚΑΙ ΑΝΑΠΤΥΞΗΣ ΛΟΓΙΣΜΙΚΟΥ “ EΜΙΣΙΑ ΑΕ ”,62.01.11.02,Υπηρεσίες ανάπτυξης και υποστήριξης λογισμικού εφαρμογών τηλεματικής,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),35031.68,35031.68,15764.26
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00638                      ,ΑΝΔΡΙΑΝΑ ΠΑΡΙΣΗ,73.11.11.01,Υπηρεσίες γραφίστα διαφημίσεων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),43072.04,43072.04,16475.06
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00663                      ,ΚΕΝΤΡΟ ΑΠΟΘΕΡΑΠΕΙΑΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΕΥΕΞΙΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,86.10.13.01,Ενδονοσοκομειακές ιατρικές υπηρεσίες ειδικότητας φυσικής ιατρικής και αποκατάστασης,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),117168.22,117168.22,52349.36
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00664                      ,ΙΑΤΡΟΤΕΧΝΟΛΟΓΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,26.60.12,Κατασκευή ηλεκτροδιαγνωστικών συσκευών που χρησιμοποιούνται στην ιατρική,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),109852.61,109852.61,49433.67
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00675                      ,ΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΓΕΩΡΓΙΚΑ ΦΑΡΜΑΚΑ ΝΙΤΡΟΦΑΡΜ Α.Ε.,20.20.1,Παραγωγή παρασιτοκτόνων και άλλων αγροχημικών προϊόντων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),50422.84,49665.68,22349.56
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00683                      ,ΙΩΝΙΚΗ ΣΦΟΛΙΑΤΑ ΠΡΟΙΟΝΤΑ ΣΦΟΛΙΑΤΑΣ ΚΑΙ ΖΥΜΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,10.71.11.01,"Παραγωγή τυροπιτών, σάντουιτς και παρόμοιων ειδών",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),216889.76,201744.58,90785.06
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00689                      ,ΚΑΡΑΜΗΤΣΟΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ ΕΥΑΓΓΕΛΟΥ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),64232.26,64232.25,28904.51
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00695                      ,PALAPLAST ΑΕ - ΒΙΟΜΗΧΑΝΙΑ ΠΛΑΣΤΙΚΩΝ ΣΩΛΗΝΩΝ ΚΑΙ ΕΞΑΡΤΗΜΑΤΩΝ ΑΕ,22.21.29,"Κατασκευή άλλων αγωγών, σωλήνων, μάνικων και εξαρτημάτων τους, από πλαστικές ύλες",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),234485.91,234485.91,105518.66
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00696                      ,ΚΑΡΑΤΖΑΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΤΕΧΝΙΚΗ ΕΤΑΙΡΙΑ ΓΟΥΝΑΣ ΕΙΣΑΓΩΓΩΝ ΕΞΑΓΩΓΩΝ ΚΑΙ ΟΙΚΟΔΟΜΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ,14.20,Κατασκευή γούνινων ειδών,ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),106572.74,106572.75,47957.73
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00697                      ,ΚΡΙ ΚΡΙ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,10.52.10,Παραγωγή παγωτού και άλλων ειδών βρώσιμου πάγου,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),174722.50,174722.50,78188.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00706                      ,Ι. ΠΑΛΑΙΟΧΩΡΙΝΟΣ ΦΩΤΙΣΤΙΚΑ ΑΒΕΕ,27.40.32,"Κατασκευή φωτιστικών διατάξεων, των τύπων που χρησιμοποιούνται στα χριστουγεννιάτικα δέντρα και παρόμοιους στολισμούς",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),127948.13,100010.92,45004.91
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00713                      ,ΚΑΠΝΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΤΟΥΡΙΣΤΙΚΗ ΕΞΑΓΩΓΙΚΗ ΝΙΚΟΣ ΓΛΕΟΥΔΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,12.00.19,Παραγωγή άλλων ειδών μεταποιημένου καπνού και υποκατάστατων· ομογενοποιημένου ή ανασυσταμένου καπνού· εκχυλισμάτων και αποσταγμάτων καπνού,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),156461.08,154900.00,69705.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00719                      ,ΤΡΑΤΣΕΛΑΣ ΑΘΑΝΑΣΙΟΣ & ΣΙΑ ΟΕ,23.99.19,Παραγωγή μη μεταλλικών ορυκτών προϊόντων π.δ.κ.α.,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),80018.48,65921.40,29664.63
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00732                      ,ΠΡΟΒΥΛ-ΠΡΟΣΘΕΤΕΣ ΒΕΛΤΙΩΤΙΚΕΣ ΥΛΕΣ ΤΡΟΦΙΜΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,10.84.12,"Παραγωγή σαλτσών· μειγμάτων αρτυμάτων και μειγμάτων καρυκευμάτων, αλευριού και χονδράλευρου από σινάπι και μουστάρδα παρασκευασμένη",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),183085.89,183085.89,82388.65
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00739                      ,ΖΗΣΙΟΣ ΑΛΚΙΒΙΑΔΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΚΑΤΑΣΚΕΥΗΣ ΚΑΛΟΥΠΙΩΝ,28.96,Κατασκευή μηχανημάτων παραγωγής πλαστικών και ελαστικών ειδών,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),97775.66,97775.66,43999.05
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00743                      ,Ν. ΛΑΚΑΣΑΣ - Π. ΑΡΒΑΝΙΤΙΔΗΣ Α.Ε,26.30.50.01,"Κατασκευή ηλεκτρονικών συστημάτων ανίχνευσης, ελέγχου και ασφαλείας",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),246040.95,242661.28,109197.58
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00749                      ,ΚΡΗΜΤΗΜ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ,20.42.12,Παραγωγή παρασκευασμάτων για μακιγιάζ χειλιών και ματιών,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),139300.00,139300.00,62685.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00751                      ,ΑΡΞ.ΝΕΤ ΥΠΗΡΕΣΙΕΣ & ΕΠΙΧΕΙΡΗΣΕΙΣ ΔΙΑΔΙΚΤΥΟΥ ΑΝΩΝΜΗ ΕΤΑΙΡΕΙΑ,62.01.11,Υπηρεσίες σχεδιασμού και ανάπτυξης τεχνολογιών της πληροφορίας για εφαρμογές,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),140742.40,106404.00,47881.80
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00759                      ,ΠΑΡΚΟΤΕΧΝΙΚΗ ΑΕ,25.12.10,"Κατασκευή πορτών, παράθυρων και των πλαισίων τους, καθώς και κατωφλίων για πόρτες, από μέταλλο",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),112315.00,112193.00,50486.85
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00763                      ,ΔΗΜΗΤΡΙΟΣ ΒΟΣΜΑΝΔΡΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΚΑΛΛΥΝΤΙΚΩΝ ,20.42.1,Παραγωγή αρωμάτων και παρασκευασμάτων καλλωπισμού,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),206850.05,197357.02,88810.66
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00764                      ,LOGISMOS ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ Α.Ε.,62.01.11.01,"Παραγωγή προγραμμάτων ηλεκτρονικών υπολογιστών, που παράγονται ή ολοκληρώνονται κατόπιν παραγγελίας",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),213011.74,209654.70,94344.62
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00773                      ,ΝΙΚΟΛΑΟΣ ΚΥΒΕΝΤΙΔΗΣ ΚΑΙ ΣΙΑ Ο.Ε.,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),74947.70,74947.70,33726.46
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00777                      ,ΣΕΜΗΤΡΟΝ ΗΛΕΚΤΡΟΝΙΚΕΣ & ΗΛΕΚΤΡΙΚΕΣ ΚΑΤΑΣΚΕΥΕΣ ΑΕ,26.51.64,"Κατασκευή στροφόμετρων και μετρητών παραγωγής, ταξίμετρων· οργάνων ένδειξης της ταχύτητας και ταχογράφων· στροβοσκοπίων",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),133546.32,133546.32,60095.84
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00784                      ,ΕΦΑΡΜΟΓΕΣ ΕΞΥΠΝΟΥ ΛΟΓΙΣΜΙΚΟΥ ΚΥΚΛΟΦΟΡΙΑΣ & ΜΕΤΑΦΟΡΩΝ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,62.01.11.02,Υπηρεσίες ανάπτυξης και υποστήριξης λογισμικού εφαρμογών τηλεματικής,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),38100.00,38100.00,17145.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00827                      ,ΑΦΟΙ ΣΤΟΥΛΙΟΠΟΥΛΟΙ  ΟΕ,23.70.11.05,Εργασίες σχισίματος μαρμάρων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),49766.63,43340.00,19503.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00838                      ,Ν. ΒΑΣΙΛΕΙΑΔΗΣ ΚΑΙ ΥΙΟΙ Ο.Ε.,27.12.40,Κατασκευή μερών συσκευών διανομής ή ελέγχου ηλεκτρικού ρεύματος,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),235740.00,235740.00,117870.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00839                      ,ADMINE ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΥΠΗΡΕΣΙΕΣ ΕΠΙΚΟΙΝΩΝΙΑΣ,73.11.11.01,Υπηρεσίες γραφίστα διαφημίσεων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),92898.62,92898.62,46449.31
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00840                      ,ΓΟΥΝΑΡΙΚΑ Π.Κ.Ζ. ΑΒΕΕ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),124460.20,124460.20,56007.09
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00841                      ,ΚΡΑΝΙΑΣ-ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΤΕΧΝΙΚΗ ΕΤΑΙΡΙΑ ΓΟΥΝΑΣ-ΕΙΣΑΓΩΓΩΝ-ΕΞΑΓΩΓΩΝ-ΚΑΙ ΟΙΚΟΔΟΜΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),173321.25,173321.25,77994.56
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00850                      ,ΒΑΛΙΑΔΗΣ ΕΛΛΗΝΙΚΟΙ ΗΛΕΚΤΡΟΚΙΝΗΤΗΡΕΣ Α.Ε.,27.11.2,"Κατασκευή κινητήρων εναλλασσόμενου/συνεχούς ρεύματος γενικής χρήσης, ισχύος > 37,5 W· άλλων κινητήρων εναλλασσόμενου ρεύματος· γεννητριών εναλλασσόμενου ρεύματος (εναλλακτών)",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),77198.50,77198.50,34739.33
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00881                      ,ΑΦΟΙ ΠΑΝ.ΕΥΑΓΓΕΛΟΥ ΟΒΕ,14.20.10,"Κατασκευή ειδών ένδυσης, εξαρτημάτων ένδυσης και άλλων ειδών από γουνόδερμα (εκτός των καλυμμάτων κεφαλής)",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),126034.70,126034.70,63017.35
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00882                      ,COTTON HOUSE ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ & ΒΙΟΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΝΔΥΜΑΤΩΝ,14.13,Κατασκευή άλλων εξωτερικών ενδυμάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),113658.05,112980.00,50841.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00889                      ,ΜΠΑΤΑΛΑΣ ΑΕΒΕ PIER DOOR,22.23.14,"Κατασκευή πορτών, παράθυρων και πλαισίων, καθώς και κατωφλίων για πόρτες· παραθυρόφυλλων, ρολών και παρόμοιων ειδών και μερών τους από πλαστικές ύλες",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),77524.72,77524.72,34886.12
